Num of neighbors (K),Num processors,Num of points,Speed-Up,Efficency
20,64,1024,16.868824805205236,0.2635753875813318
20,2,2048,1.597458621637013,0.7987293108185065
20,4,2048,2.438374121018896,0.609593530254724
20,8,2048,3.7219949553826916,0.46524936942283646
20,16,2048,7.364721474286386,0.4602950921428991
20,32,2048,12.026244058788883,0.3758201268371526
20,64,2048,19.55848611080172,0.3056013454812769
20,2,4096,1.6027281803246325,0.8013640901623162
20,4,4096,3.4410030291956586,0.8602507572989146
20,8,4096,5.859165250570124,0.7323956563212655
20,16,4096,7.303739081303806,0.45648369258148785
20,32,4096,13.400806938078157,0.4187752168149424
20,64,4096,23.563185539444518,0.3681747740538206
20,2,8192,1.6360420627640693,0.8180210313820346
20,4,8192,3.8826627835105967,0.9706656958776492
20,8,8192,6.918386594626143,0.8647983243282679
20,16,8192,12.12217352065128,0.757635845040705
20,32,8192,16.161603717312587,0.5050501161660184
20,64,8192,29.23631230963524,0.45681737983805065
20,2,16384,1.6280732133555018,0.8140366066777509
20,4,16384,3.9655694259127507,0.9913923564781877
20,8,16384,7.461032097135923,0.9326290121419903
20,16,16384,12.922233925717013,0.8076396203573133
20,32,16384,22.950878335089293,0.7172149479715404
20,64,16384,39.348382015909955,0.614818468998593
20,2,32768,1.600739434454633,0.8003697172273165
20,4,32768,3.9922356970813673,0.9980589242703418
20,8,32768,7.53642759659115,0.9420534495738937
20,16,32768,13.134093037987606,0.8208808148742254
20,32,32768,25.73551521875653,0.8042348505861415
20,64,32768,41.90260005192686,0.6547281258113572
20,2,65536,1.622375084847549,0.8111875424237746
20,4,65536,3.9993936557862666,0.9998484139465666
20,8,65536,7.55967599135118,0.9449594989188975
20,16,65536,13.280376377264302,0.8300235235790189
20,32,65536,26.306882110119208,0.8220900659412252
20,64,65536,42.31219679216169,0.6611280748775265
